importance,include,id,name,type,tier,bodyPart,target,equipment,reason,gifUrl
2,,0036,barbell decline wide-grip press,compound,intermediate,chest,pectorals,barbell,"Too specific decline variation, standard decline sufficient",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0036-hl8DUh8.gif
2,,0038,barbell drag curl,isolation,intermediate,upper arms,biceps,barbell,Advanced bicep curl variation with limited benefit,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0038-IENzBdA.gif
2,,1370,barbell floor calf raise,isolation,beginner,lower legs,calves,barbell,"Uncommon calf raise variation, standing version preferred",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1370-2IHEa2T.gif
2,,1545,barbell full zercher squat,compound,advanced,upper legs,glutes,barbell,Advanced squat variation requiring specific technique,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1545-vR1vold.gif
2,,3562,barbell glute bridge two legs on bench (male),isolation,intermediate,upper legs,glutes,barbell,Specific glute bridge variation with overly complex setup,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3562-qg2PGl6.gif
2,,0046,barbell hack squat,compound,advanced,upper legs,glutes,barbell,Awkward barbell squat variation with limited practical benefit,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0046-5VCj6iH.gif
2,,0048,barbell incline reverse-grip press,compound,advanced,upper arms,triceps,barbell,Unusual grip variation with limited advantage over standard movements,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0048-641mIfk.gif
2,,0052,barbell jm bench press,isolation,advanced,upper arms,triceps,barbell,Specialized tricep exercise with complex technique,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0052-ZsiqXYa.gif
2,,0058,barbell lying lifting (on hip),isolation,intermediate,upper legs,glutes,barbell,Awkward positioning makes this impractical for most users,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0058-SNFfUff.gif
2,,0063,barbell narrow stance squat,compound,intermediate,upper legs,glutes,barbell,Minor squat variation with limited additional benefit,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0063-elhhVgj.gif
2,,0064,barbell one arm bent over row,compound,advanced,back,upper back,barbell,One-armed barbell row is awkward and impractical compared to dumbbell version,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0064-Jsgsc27.gif
2,,0065,barbell one arm floor press,compound,advanced,upper arms,triceps,barbell,One-armed barbell floor press is unnecessarily complex and unsafe,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0065-vtusOWT.gif
2,,0067,barbell one arm snatch,compound,advanced,shoulders,delts,barbell,Olympic lift variation requiring extensive technique training,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0067-xHKN2s8.gif
2,,0068,barbell one leg squat,compound,advanced,upper legs,quads,barbell,One-leg barbell squat is extremely challenging and requires advanced balance,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0068-uKyN64F.gif
2,,0069,barbell overhead squat,compound,advanced,upper legs,quads,barbell,Overhead squat requires exceptional mobility and is primarily for advanced athletes,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0069-gfk9kD4.gif
2,,1411,barbell palms down wrist curl over a bench,isolation,intermediate,lower arms,forearms,barbell,Specific forearm exercise with limited appeal to general gym population,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1411-yzYH9pI.gif
2,,1412,barbell palms up wrist curl over a bench,isolation,intermediate,lower arms,forearms,barbell,Specific forearm exercise with limited appeal to general gym population,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1412-SJAA2IQ.gif
2,,1751,barbell pin presses,compound,intermediate,upper arms,triceps,barbell,Pin presses are specialized powerlifting accessory with limited general appeal,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1751-bndCa3Q.gif
2,,0071,barbell press sit-up,isolation,intermediate,waist,abs,barbell,"Uncommon abs exercise with barbell, safer alternatives available",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0071-wnEscH8.gif
2,,0022,barbell pullover to press,compound,intermediate,back,lats,barbell,Complex combination movement with limited practical benefits,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0022-znLogoF.gif
2,,2187,barbell reverse close-grip bench press,compound,intermediate,upper arms,triceps,barbell,Complex grip variation with limited benefits over standard close-grip,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2187-YqJw82s.gif
2,,1256,barbell reverse grip decline bench press,compound,intermediate,chest,pectorals,barbell,Reverse grip decline press is an uncommon variation with limited benefits,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1256-DotAgEF.gif
2,,1257,barbell reverse grip incline bench press,compound,advanced,chest,pectorals,barbell,Reverse grip incline bench is an advanced variation with limited practical use,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1257-DU7I633.gif
2,,1317,barbell reverse grip incline bench row,compound,advanced,back,upper back,barbell,Reverse grip incline row is an uncommon variation with awkward mechanics,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1317-8d8qJQI.gif
2,,1721,barbell reverse grip skullcrusher,isolation,intermediate,upper arms,triceps,barbell,Reverse grip skullcrusher is a less effective tricep variation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1721-yRLPCLu.gif
2,,0083,barbell rollerout from bench,compound,intermediate,waist,abs,barbell,Rollout from bench is redundant variation of standard barbell rollout,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0083-Gxg9lDc.gif
2,,0089,barbell seated close-grip concentration curl,isolation,intermediate,upper arms,biceps,barbell,Seated close-grip concentration curl is an overly specific bicep variation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0089-1V1gj1u.gif
2,,0090,barbell seated good morning,compound,advanced,upper legs,glutes,barbell,Seated good morning has limited range of motion and practical value,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0090-d960PgE.gif
2,,0094,barbell seated twist,isolation,intermediate,waist,abs,barbell,Seated twist with barbell can create harmful spinal compression,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0094-dFSNDOA.gif
2,,2799,barbell sitted alternate leg raise,isolation,intermediate,waist,abs,barbell,Seated alternate leg raise with barbell is awkward and impractical,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2799-G7xoEzr.gif
2,,2800,barbell sitted alternate leg raise (female),isolation,advanced,waist,abs,barbell,Very specific and unusual ab exercise that few people perform,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2800-BCs0G2F.gif
2,,0101,barbell speed squat,compound,advanced,upper legs,glutes,barbell,Specialized speed training variation for advanced athletes only,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0101-euI1BwR.gif
2,,0103,barbell standing ab rollerout,compound,advanced,waist,abs,barbell,Difficult standing ab exercise that most people cannot perform safely,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0103-xnInPfE.gif
2,,0104,barbell standing back wrist curl,isolation,intermediate,lower arms,forearms,barbell,Specialized forearm exercise with limited practical application,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0104-2qTvJAZ.gif
2,,0105,barbell standing bradford press,compound,advanced,shoulders,delts,barbell,Specialized shoulder exercise requiring advanced technique and flexibility,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0105-dCPESfR.gif
2,,1456,barbell standing close grip military press,compound,intermediate,shoulders,delts,barbell,Too specific grip variation of standard military press,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1456-wdRZISl.gif
2,,2414,barbell standing concentration curl,isolation,intermediate,upper arms,biceps,barbell,Awkward barbell concentration curl that dumbbells perform better,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2414-vsMcDi9.gif
2,,0107,barbell standing front raise over head,compound,intermediate,shoulders,delts,barbell,Overhead front raise is awkward with barbell and risky,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0107-S8mo30S.gif
2,,0112,barbell standing twist,isolation,intermediate,waist,abs,barbell,Standing twists with barbell are awkward and potentially risky,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0112-yQe5HpE.gif
2,,1629,barbell standing wide grip biceps curl,isolation,intermediate,upper arms,biceps,barbell,"Too similar to standard barbell curl, minimal difference",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1629-faHKVkK.gif
2,,1457,barbell standing wide military press,compound,intermediate,shoulders,delts,barbell,Wide grip variation offers minimal benefit over standard press,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1457-Kyd9Rz5.gif
2,,0113,barbell standing wide-grip curl,isolation,intermediate,upper arms,biceps,barbell,Redundant with other wide grip curl variations,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0113-NdIb5Z1.gif
2,,1258,barbell wide reverse grip bench press,compound,advanced,chest,pectorals,barbell,"Specialized variation with reverse grip, too advanced for general use",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1258-945zpRg.gif
2,,0123,barbell wide-grip upright row,isolation,intermediate,shoulders,delts,barbell,"Minor grip variation of upright row, not significantly different",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0123-RgJDRR1.gif
2,,0126,barbell wrist curl,isolation,beginner,lower arms,forearms,barbell,"Forearm isolation exercise, not essential for most training programs",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0126-82LxxkW.gif
2,,0127,barbell zercher squat,compound,advanced,upper legs,glutes,barbell,"Advanced squat variation requiring specific technique, too specialized",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0127-LSTChY9.gif
2,,1259,behind head chest stretch,isolation,beginner,chest,pectorals,assisted,"Passive stretch rather than strength exercise, not essential for training",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1259-QoHIhPl.gif
2,,3639,bent knee lying twist (male),compound,beginner,upper legs,glutes,body weight,"Specific stretching movement, not essential for strength training",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3639-6sYyrRX.gif
2,,1770,biceps leg concentration curl,isolation,beginner,upper arms,biceps,body weight,"Unusual bicep exercise using body positioning, not commonly practiced",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1770-sJFIDIp.gif
2,,3543,bodyweight drop jump squat,compound,advanced,upper legs,glutes,body weight,"Advanced plyometric variation, too complex for general users",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3543-wfotm7S.gif
2,,3544,bodyweight incline side plank,isolation,intermediate,waist,abs,body weight,"Overly specific plank variation, standard plank is sufficient",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3544-5VXmnV5.gif
2,,3167,bodyweight squatting row (with towel),compound,intermediate,back,upper back,body weight,"Minor variation with towel, redundant with standard version",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3167-BReCuOn.gif
2,,3156,bodyweight standing close-grip one arm row,compound,intermediate,back,upper back,body weight,Too specific grip variation for general population,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3156-v2DfH14.gif
2,,3161,bodyweight standing one arm row (with towel),compound,intermediate,back,upper back,body weight,Towel variation adds unnecessary complexity,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3161-O4oIqQD.gif
2,,3165,bodyweight standing row (with towel),compound,beginner,back,upper back,body weight,Towel variation is redundant with standard version,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3165-uTv34oq.gif
2,,1374,box jump down with one leg stabilization,compound,advanced,lower legs,calves,body weight,"Advanced single-leg stability exercise, too specific",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1374-iPm26QU.gif
2,,2466,bridge - mountain climber (cross body),compound,advanced,waist,abs,body weight,"Complex combination movement, too advanced for general users",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2466-9c6T1YX.gif
2,,1494,butterfly yoga pose,isolation,beginner,upper legs,adductors,body weight,Yoga stretch rather than strength exercise,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1494-bWlZvXh.gif
2,,3235,cable assisted inverse leg curl,isolation,advanced,upper legs,hamstrings,cable,"Unusual hamstring exercise, conventional curls better",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3235-zHEpuuc.gif
2,,0153,cable cross-over lateral pulldown,compound,advanced,back,lats,cable,Complex variation of standard lat pulldown,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0153-OQ1otBN.gif
2,,1260,cable decline one arm press,compound,advanced,chest,pectorals,cable,Advanced unilateral cable press variation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1260-KHGNa16.gif
2,,1261,cable decline press,compound,intermediate,chest,pectorals,cable,Specific cable decline press variation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1261-2Pya1cP.gif
2,,1632,cable drag curl,isolation,advanced,upper arms,biceps,cable,Specialized bicep curl variation with drag movement,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1632-dXz8zjF.gif
2,,0161,cable forward raise,isolation,intermediate,shoulders,delts,cable,Duplicate of front raise exercises,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0161-hvHhCv8.gif
2,,0164,cable front shoulder raise,isolation,beginner,shoulders,delts,cable,Duplicate of cable front raise,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0164-mTT3KLn.gif
2,,0168,cable hip adduction,isolation,intermediate,upper legs,adductors,cable,Specialized adductor exercise for specific needs,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0168-hBGWILP.gif
2,,0170,cable incline fly (on stability ball),isolation,advanced,chest,pectorals,cable,Complex variation requiring stability ball,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0170-27NNGFr.gif
2,,0173,cable incline triceps extension,isolation,intermediate,upper arms,triceps,cable,"Specific tricep variation, less common than standard extensions",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0173-Hx1WC8I.gif
2,,0174,cable judo flip,isolation,advanced,waist,abs,cable,Unique but niche core exercise with complex movement pattern,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0174-MvQPqVW.gif
2,,0182,cable lying close-grip curl,isolation,intermediate,upper arms,biceps,cable,Too specific close-grip variation of standard curl,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0182-61GrD55.gif
2,,0184,cable lying extension pullover (with rope attachment),compound,advanced,back,lats,cable,"Complex movement pattern, less common exercise",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0184-Q2Eu1Ax.gif
2,,1262,cable one arm decline chest fly,isolation,intermediate,chest,pectorals,cable,Too specific decline angle variation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1262-w4dLzSx.gif
2,,1263,cable one arm fly on exercise ball,isolation,advanced,chest,pectorals,cable,Exercise ball adds complexity without major benefit,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1263-hHy8tQG.gif
2,,1264,cable one arm incline fly on exercise ball,isolation,advanced,chest,pectorals,cable,"Complex setup with exercise ball, less practical",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1264-P14Dz9D.gif
2,,1266,cable one arm incline press on exercise ball,compound,advanced,chest,pectorals,cable,Exercise ball variation adds unnecessary complexity,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1266-6t00BsF.gif
2,,0191,cable one arm lateral bent-over,isolation,advanced,chest,pectorals,cable,Niche chest exercise with awkward cable positioning,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0191-dB07vDu.gif
2,,1267,cable one arm press on exercise ball,compound,advanced,chest,pectorals,cable,Unstable exercise ball pressing is too advanced for general users,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1267-MKIelrR.gif
2,,1635,cable one arm reverse preacher curl,isolation,advanced,upper arms,biceps,cable,Reverse preacher curl is too specialized for general population,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1635-ZXnjcOQ.gif
2,,0193,cable one arm straight back high row (kneeling),compound,advanced,back,upper back,cable,Complex kneeling position makes this too advanced,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0193-WrYPP2g.gif
2,,1636,cable overhead curl,isolation,advanced,upper arms,biceps,cable,Overhead curl position is awkward and not commonly used,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1636-wDUqY2u.gif
2,,1319,cable palm rotational row,compound,intermediate,back,upper back,cable,Palm rotation adds complexity without significant benefit,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1319-OmQ8w0p.gif
2,,1268,cable press on exercise ball,compound,advanced,chest,pectorals,cable,Exercise ball pressing is unstable and too advanced,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1268-vAwm6rK.gif
2,,1638,cable pulldown bicep curl,isolation,intermediate,upper arms,biceps,cable,Complex pulldown bicep curl combination is too specialized,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1638-QTXKWPh.gif
2,,0204,cable rear drive,compound,advanced,upper arms,triceps,cable,Rear drive is uncommon and not essential for most users,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0204-c3QQLPi.gif
2,,0873,cable reverse crunch,isolation,intermediate,waist,abs,cable,"Specialized ab variation, basic crunches are more fundamental",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0873-RqOtqD7.gif
2,,1413,cable reverse one arm curl,isolation,intermediate,upper arms,biceps,cable,Unnecessary unilateral variation of basic cable curl,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1413-gVlnLIJ.gif
2,,0209,cable reverse preacher curl,isolation,intermediate,upper arms,biceps,cable,"Specialized preacher variation, standard preacher curl more important",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0209-IwX5NqK.gif
2,,0210,cable reverse wrist curl,isolation,beginner,lower arms,forearms,cable,"Niche forearm exercise, not essential for general fitness",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0210-eYmsEPR.gif
