importance,include,id,name,type,tier,bodyPart,target,equipment,reason,gifUrl
1,,1369,band two legs calf raise - (band under both legs) v. 2,isolation,beginner,lower legs,calves,band,"Duplicate v.2 variation, redundant with standard calf exercises",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1369-jl6uxZV.gif
1,,0037,barbell decline wide-grip pullover,isolation,intermediate,back,lats,barbell,Very uncommon decline pullover variation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0037-Hj4FOCd.gif
1,,0040,barbell front raise and pullover,compound,intermediate,chest,pectorals,barbell,Uncommon combination exercise with limited practical use,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0040-33AzZeV.gif
1,,1461,barbell full squat (back pov),compound,beginner,upper legs,glutes,barbell,"Duplicate squat view variation, redundant",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1461-DhMl549.gif
1,,1462,barbell full squat (side pov),compound,beginner,upper legs,glutes,barbell,"Duplicate squat view variation, redundant",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1462-iYzB0Cz.gif
1,,0045,barbell guillotine bench press,compound,advanced,chest,pectorals,barbell,Dangerous variation that increases injury risk unnecessarily,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0045-GXoaSgn.gif
1,,0050,barbell incline shoulder raise,isolation,advanced,chest,serratus anterior,barbell,Highly specific exercise targeting uncommon muscle group,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0050-xi0yckC.gif
1,,0051,barbell jefferson squat,compound,advanced,upper legs,glutes,barbell,Extremely awkward squat variation rarely used,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0051-pkSoCW9.gif
1,,0066,barbell one arm side deadlift,compound,advanced,upper legs,glutes,barbell,One-armed side deadlift is an obscure variation with limited practical use,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0066-2DxtqHL.gif
1,,0077,barbell rear lunge v. 2,compound,beginner,upper legs,glutes,barbell,"Duplicate v.2 variation, redundant with standard rear lunge",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0077-62Nw60O.gif
1,,0079,barbell revers wrist curl v. 2,isolation,intermediate,lower arms,forearms,barbell,"Duplicate v.2 variation, redundant with standard reverse wrist curl",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0079-qDnGfDb.gif
1,,0086,barbell seated behind head military press,compound,advanced,shoulders,delts,barbell,Behind neck press is risky for shoulder impingement and not recommended,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0086-ngPpyRS.gif
1,,0087,barbell seated bradford rocky press,compound,advanced,shoulders,delts,barbell,Bradford press is an obscure exercise with limited practical application,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0087-0dCyly0.gif
1,,1371,barbell seated calf raise,isolation,beginner,lower legs,calves,barbell,Duplicate of barbell seated calf raise exercise,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1371-ipvgBnC.gif
1,,1718,barbell seated close grip behind neck triceps extension,isolation,advanced,upper arms,triceps,barbell,Behind neck tricep extension poses unnecessary shoulder injury risk,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1718-4CBIBOM.gif
1,,0096,barbell side bent v. 2,isolation,intermediate,waist,abs,barbell,Side bent v.2 variation is redundant and potentially harmful to spine,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0096-i4JkUaL.gif
1,,0097,barbell side split squat v. 2,compound,intermediate,upper legs,quads,barbell,Side split squat v.2 is redundant variation of standard version,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0097-HUEqZ1y.gif
1,,0100,barbell skier,compound,advanced,shoulders,delts,barbell,"Obscure exercise with unclear benefits, rarely performed",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0100-4Leypho.gif
1,,2810,barbell split squat v. 2,compound,intermediate,upper legs,quads,barbell,"Duplicate v.2 variation, redundant with standard split squat",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2810-HBYyX94.gif
1,,0102,barbell squat (on knees),compound,beginner,upper legs,quads,barbell,Unusual squat variation that serves no clear purpose,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0102-oR7O9LW.gif
1,,2798,barbell squat jump step rear lunge,compound,advanced,upper legs,quads,barbell,Complex combination exercise that is impractical and rarely used,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2798-RYcV1kH.gif
1,,0111,barbell standing rocking leg calf raise,isolation,intermediate,lower legs,calves,barbell,Unusual rocking motion adds no benefit to standard calf raises,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0111-6HiHHe0.gif
1,,0119,barbell upright row v. 2,isolation,intermediate,shoulders,delts,barbell,"Duplicate v.2 variation, redundant with standard upright row",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0119-83HoW9X.gif
1,,0121,barbell upright row v. 3,isolation,intermediate,shoulders,delts,barbell,"Duplicate v.3 variation, redundant with standard upright row",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0121-fI18Rbc.gif
1,,0125,barbell wrist curl v. 2,isolation,beginner,lower arms,forearms,barbell,"Duplicate v.2 variation of wrist curl, redundant",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0125-6kSxYnw.gif
1,,1771,bodyweight kneeling triceps extension,isolation,advanced,upper arms,triceps,body weight,"Awkward bodyweight tricep exercise, equipment alternatives better",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1771-s0HKO2I.gif
1,,1769,bodyweight side lying biceps curl,isolation,advanced,upper arms,biceps,body weight,"Impractical bodyweight bicep exercise, dumbbells more effective",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1769-gscGLOU.gif
1,,0155,cable cross-over variation,compound,intermediate,chest,pectorals,cable,Variation of standard cable crossover,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0155-0CXGHya.gif
1,,0186,cable lying triceps extension v. 2,isolation,intermediate,upper arms,triceps,cable,"v.2 variation, duplicate of standard tricep extension",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0186-uxJcFUU.gif
1,,1637,cable overhead curl on exercise ball,isolation,advanced,upper arms,biceps,cable,Exercise ball variation adds unnecessary complexity,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1637-ioTf098.gif
1,,0199,cable pushdown (straight arm) v. 2,isolation,intermediate,back,lats,cable,v.2 variation indicates duplicate exercise,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0199-PskORrA.gif
1,,2406,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),isolation,advanced,upper arms,triceps,cable,Overly complex variation with specialized equipment requirements,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2406-ThKP69G.gif
1,,1640,cable rope one arm hammer preacher curl,isolation,intermediate,upper arms,biceps,cable,Overly specific one-arm preacher variation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1640-4hATdoB.gif
1,,2405,cable triceps pushdown (v-bar) (with arm blaster),isolation,advanced,upper arms,triceps,cable,Overly specialized variation with arm blaster equipment,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2405-OxJk1fg.gif
1,,1325,cable wide grip rear pulldown behind neck,compound,advanced,back,lats,cable,Behind neck position creates injury risk,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1325-CmEr4pM.gif
1,,0257,circles knee stretch,isolation,beginner,lower legs,calves,body weight,Mobility exercise with no strength training benefit,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0257-X7jbxra.gif
1,,1649,dumbbell alternating bicep curl with leg raised on exercise ball,isolation,advanced,upper arms,biceps,dumbbell,Overly complex variation combining unstable surface with isolation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1649-Zwiw7XR.gif
1,,0287,dumbbell arnold press v. 2,compound,intermediate,shoulders,delts,dumbbell,"Duplicate v.2 variation, redundant with standard Arnold press",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0287-eOrFCnx.gif
1,,1651,dumbbell bicep curl lunge with bowling motion,isolation,advanced,upper arms,biceps,dumbbell,Overly complex bicep curl variation with unnecessary bowling motion,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1651-1VpF8db.gif
1,,1652,dumbbell bicep curl on exercise ball with leg raised,isolation,advanced,upper arms,biceps,dumbbell,Unnecessarily complicated bicep curl variation on unstable surface,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1652-2NImIAG.gif
1,,1653,dumbbell bicep curl with stork stance,isolation,advanced,upper arms,biceps,dumbbell,"Niche bicep curl variation with stork stance, too specific",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1653-uSkDMYl.gif
1,,1655,dumbbell biceps curl squat,isolation,intermediate,upper arms,biceps,dumbbell,"Unnecessary combination exercise, neither effective nor practical",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1655-niXESDw.gif
1,,1656,dumbbell biceps curl v sit on bosu ball,isolation,advanced,upper arms,biceps,dumbbell,"Overly complex variation on unstable surface, impractical",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1656-H1XAdpk.gif
1,,1657,dumbbell cross body hammer curl v. 2,isolation,beginner,upper arms,biceps,dumbbell,"Duplicate v.2 variation, redundant with standard cross body hammer curl",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1657-HDYiZcY.gif
1,,2136,dumbbell cuban press v. 2,compound,advanced,shoulders,delts,dumbbell,"Duplicate v.2 variation, redundant with standard cuban press",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2136-BqgCRif.gif
1,,0304,dumbbell decline shrug v. 2,isolation,intermediate,back,traps,dumbbell,"Duplicate v.2 variation, redundant with standard decline shrug",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0304-bRlbdjK.gif
1,,1732,dumbbell forward lunge triceps extension,compound,advanced,upper arms,triceps,dumbbell,Overly complex combination exercise with limited practical value,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1732-XalXcvM.gif
1,,0309,dumbbell front raise v. 2,isolation,beginner,shoulders,delts,dumbbell,"Duplicate v.2 variation, redundant with standard front raise",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0309-Rr7S3yg.gif
1,,0312,dumbbell hammer curl v. 2,isolation,beginner,upper arms,biceps,dumbbell,"Duplicate v.2 variation, redundant with standard hammer curl",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0312-2NpxjC1.gif
1,,0317,dumbbell incline curl v. 2,isolation,beginner,upper arms,biceps,dumbbell,"Duplicate v.2 variation, redundant with standard incline curl",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0317-RaflbWD.gif
1,,1618,dumbbell incline hammer press on exercise ball,compound,advanced,upper arms,triceps,dumbbell,Exercise ball variation adds instability without significant training benefit,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1618-wkgnGfb.gif
1,,1280,dumbbell incline one arm fly on exercise ball,isolation,advanced,chest,pectorals,dumbbell,"Combines unilateral movement with unstable surface, too advanced",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1280-LLNh6q5.gif
1,,1619,dumbbell incline one arm hammer press,compound,advanced,upper arms,triceps,dumbbell,Unilateral hammer press is specialized variation for advanced users,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1619-LL1UiTX.gif
1,,1620,dumbbell incline one arm hammer press on exercise ball,compound,advanced,upper arms,triceps,dumbbell,Exercise ball adds unnecessary instability to already complex movement,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1620-jDnrkar.gif
1,,1282,dumbbell incline one arm press on exercise ball,compound,advanced,chest,pectorals,dumbbell,Exercise ball variation makes stable movement unnecessarily complex,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1282-Bg5JKSH.gif
1,,0342,dumbbell lying one arm press v. 2,compound,intermediate,chest,pectorals,dumbbell,Duplicate v.2 variation of one arm press,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0342-K3dIO25.gif
1,,0347,dumbbell lying pronation,isolation,beginner,lower arms,forearms,dumbbell,Very niche forearm exercise rarely performed,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0347-mym4hJo.gif
1,,2705,dumbbell lying pronation on floor,isolation,beginner,lower arms,forearms,dumbbell,Floor variation of niche forearm exercise,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2705-7RWNjiB.gif
1,,2706,dumbbell lying supination on floor,isolation,advanced,lower arms,forearms,dumbbell,"Floor variation of already niche forearm exercise, very specific",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2706-rEhi2o5.gif
1,,1286,dumbbell one arm chest fly on exercise ball,isolation,advanced,chest,pectorals,dumbbell,Exercise ball variation makes it too unstable and complex for most users,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1286-Bpkf41o.gif
1,,1288,dumbbell one arm fly on exercise ball,isolation,advanced,chest,pectorals,dumbbell,Exercise ball fly is too unstable and risky for effective chest training,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1288-Am02iPd.gif
1,,1736,dumbbell one arm french press on exercise ball,isolation,advanced,upper arms,triceps,dumbbell,Exercise ball french press adds instability without clear benefit,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1736-ziFKQXP.gif
1,,1621,dumbbell one arm hammer press on exercise ball,compound,advanced,upper arms,triceps,dumbbell,Exercise ball press variation is unnecessarily complex and unstable,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1621-VYmYxK5.gif
1,,1290,dumbbell one arm press on exercise ball,compound,advanced,chest,pectorals,dumbbell,Exercise ball press adds unnecessary instability to chest training,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1290-QZFv5ui.gif
1,,1291,dumbbell one arm pullover on exercise ball,compound,advanced,chest,pectorals,dumbbell,Exercise ball pullover is unstable and less effective than bench version,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1291-bQHPBU3.gif
1,,1622,dumbbell one arm reverse grip press,compound,advanced,chest,pectorals,dumbbell,"Unusual reverse grip variation, too specific for general use",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1622-Ze7MoIb.gif
1,,1414,dumbbell one arm reverse preacher curl,isolation,advanced,upper arms,biceps,dumbbell,"Overly specific reverse preacher curl variation, not essential",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1414-bWxq4op.gif
1,,1667,dumbbell one arm reverse spider curl,isolation,advanced,upper arms,biceps,dumbbell,"Complex spider curl variation, too advanced for target users",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1667-VdLZ3nB.gif
1,,0358,dumbbell one arm reverse wrist curl,isolation,advanced,lower arms,forearms,dumbbell,"Very niche forearm exercise, rarely used by general population",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0358-BwSNDGt.gif
1,,1415,dumbbell one arm seated neutral wrist curl,isolation,advanced,lower arms,forearms,dumbbell,"Very specific forearm exercise, not commonly used",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1415-YtaCTYl.gif
1,,0360,dumbbell one arm shoulder press v. 2,compound,intermediate,shoulders,delts,dumbbell,"Contains v.2 designation, redundant variation",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0360-1TkiAFK.gif
1,,0364,dumbbell one arm wrist curl,isolation,advanced,lower arms,forearms,dumbbell,"Very specific forearm exercise, not essential for general fitness",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0364-q8aHNoF.gif
1,,1672,dumbbell one arm zottman preacher curl,isolation,advanced,upper arms,biceps,dumbbell,Complex Zottman variation too advanced for target audience,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1672-sxY5Biu.gif
1,,0365,dumbbell over bench neutral wrist curl,isolation,advanced,upper arms,biceps,dumbbell,"Obscure forearm exercise, not commonly performed",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0365-BKa8dmT.gif
1,,0366,dumbbell over bench one arm neutral wrist curl,isolation,advanced,upper arms,biceps,dumbbell,"Very specific single-arm forearm exercise, not essential",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0366-IvV6C9M.gif
1,,1441,dumbbell over bench one arm reverse wrist curl,isolation,advanced,lower arms,forearms,dumbbell,"Niche reverse wrist curl variation, not commonly used",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1441-4Jc36XM.gif
1,,0367,dumbbell over bench one arm wrist curl,isolation,advanced,lower arms,forearms,dumbbell,"Specific forearm exercise variation, not essential for general fitness",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0367-KI1DjNN.gif
1,,0368,dumbbell over bench revers wrist curl,isolation,advanced,lower arms,forearms,dumbbell,"Misspelled and niche forearm exercise, not commonly performed",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0368-3tAXPQ6.gif
1,,0369,dumbbell over bench wrist curl,isolation,advanced,lower arms,forearms,dumbbell,Basic forearm exercise but too specific for general population,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0369-D1xYJAU.gif
1,,1673,dumbbell preacher curl over exercise ball,isolation,advanced,upper arms,biceps,dumbbell,Exercise ball variation makes it unnecessarily unstable,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1673-hwygydB.gif
1,,1294,dumbbell pullover hip extension on exercise ball,compound,advanced,chest,pectorals,dumbbell,"Complex exercise ball variation, unnecessarily complicated",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1294-lI7easp.gif
1,,1295,dumbbell pullover on exercise ball,compound,advanced,chest,pectorals,dumbbell,"Exercise ball variation of standard pullover, less stable",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1295-FSD6PGL.gif
1,,1624,dumbbell reverse bench press,compound,advanced,chest,pectorals,dumbbell,Reverse grip bench press is too advanced and risky,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1624-UIbGx6H.gif
1,,0395,dumbbell seated lateral raise v. 2,isolation,beginner,shoulders,delts,dumbbell,"Duplicate v.2 variation, redundant with standard seated lateral raise",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0395-hrrS0Ed.gif
1,,1679,dumbbell seated one arm bicep curl on exercise ball with leg raised,isolation,advanced,upper arms,biceps,dumbbell,Overly complex bicep curl variation with unstable surface,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1679-84sESNy.gif
1,,1380,dumbbell seated one leg calf raise - hammer grip,isolation,intermediate,lower legs,calves,dumbbell,"Minor grip variation of standard calf raise, redundant",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1380-FxhcxUW.gif
1,,1381,dumbbell seated one leg calf raise - palm up,isolation,intermediate,lower legs,calves,dumbbell,"Minor grip variation of standard calf raise, redundant",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1381-VW88JNd.gif
1,,2321,dumbbell standing inner biceps curl v. 2,isolation,intermediate,upper arms,biceps,dumbbell,"Contains v.2 variation marking, duplicate exercise",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/2321-vKilzz3.gif
1,,1765,dumbbell upright row (back pov),compound,intermediate,shoulders,delts,dumbbell,Duplicate back view variation of upright row,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1765-Iptlv6x.gif
1,,1167,dynamic chest stretch (male),isolation,beginner,chest,pectorals,body weight,"Stretching exercise, not strength training",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1167-3uj0Ozg.gif
1,,3292,elevator,isolation,advanced,back,upper back,body weight,Obscure exercise with unclear movement pattern and limited practical application,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3292-zYmNaoY.gif
1,,1338,exercise ball hug,isolation,beginner,back,spine,stability ball,Stretch exercise with minimal strength training value,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/1338-d7z1Y7V.gif
1,,3241,exercise ball on the wall calf raise (tennis ball between ankles),isolation,intermediate,lower legs,calves,dumbbell,Overly specific calf raise variation with tennis ball constraint,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3241-FY3UdNT.gif
1,,3240,exercise ball on the wall calf raise (tennis ball between knees),isolation,intermediate,lower legs,calves,dumbbell,Overly specific calf raise variation with tennis ball constraint,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3240-j74M6Zn.gif
1,,0445,ez barbell anti gravity press,compound,advanced,shoulders,delts,ez barbell,"Obscure anti-gravity press movement, rarely performed",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0445-fprd84i.gif
1,,0448,ez barbell decline close grip face press,isolation,advanced,upper arms,triceps,ez barbell,"Overly complex decline tricep variation, rarely used",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0448-DgZQ11d.gif
1,,3303,flag,isolation,advanced,waist,abs,body weight,Extremely advanced bodyweight skill requiring exceptional strength,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3303-pQ0Mx1Z.gif
1,,3301,frog planche,compound,advanced,waist,abs,body weight,"Extremely advanced gymnastic skill, not practical for general fitness",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3301-rQhGcin.gif
1,,3296,front lever,compound,advanced,waist,abs,body weight,Elite gymnastic skill requiring years of specialized training,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3296-PkCN2lv.gif
1,,3295,front lever reps,compound,advanced,back,upper back,body weight,Extremely advanced calisthenic movement for elite athletes,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3295-hbY9wqG.gif
1,,3315,full maltese,compound,advanced,waist,abs,body weight,Elite gymnastic skill beyond scope of general fitness,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3315-YRaCa5Y.gif
1,,3299,full planche,compound,advanced,waist,abs,body weight,Extremely advanced gymnastic movement requiring years of training,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3299-YZ4961r.gif
1,,3327,full planche push-up,compound,advanced,chest,pectorals,body weight,Elite level calisthenic exercise for advanced gymnasts only,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3327-gw9PqGk.gif
1,,0467,gorilla chin,compound,advanced,waist,abs,body weight,Obscure exercise with minimal practical application,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0467-bmwlYvD.gif
1,,3218,hands clasped circular toe touch (male),isolation,beginner,upper legs,glutes,body weight,Very niche movement with unclear practical application,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3218-B5xca8s.gif
1,,3215,hands reversed clasped circular toe touch (male),isolation,beginner,upper legs,glutes,body weight,Obscure variation with minimal training value,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3215-yq3GAJX.gif
1,,3234,hyght dumbbell fly,isolation,beginner,chest,pectorals,dumbbell,Unknown exercise name appears to be typo or very obscure variation,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3234-P9ZRyLT.gif
1,,3289,impossible dips,compound,advanced,upper arms,triceps,body weight,Extremely advanced calisthenic movement for specialists only,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3289-05Cf2v8.gif
1,,3698,inchworm v. 2,compound,beginner,waist,abs,body weight,Duplicate v.2 variation redundant with standard inchworm,https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/3698-TV87DNB.gif
1,,0497,inverted row v. 2,compound,beginner,back,upper back,body weight,"Duplicate v.2 variation, redundant with standard inverted row",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0497-uX3sUBz.gif
1,,0500,isometric wipers,isolation,advanced,chest,pectorals,body weight,"Very uncommon isometric exercise, minimal practical use",https://raw.githubusercontent.com/hasaneyldrm/exercises-dataset/main/videos/0500-11wrviz.gif
